Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Cyberware Suppliers	rainforestrumble	cyberware_suppliers_1.png	Edge	Syndicate	Edge	2	{syn}{tek}					Fixed	cyberware supplier	Turn during any main shot :: Play a State at -1 cost.  Turn and toast a State in your smoked pile :: Gain 1 power.	
Electroshock Lockdown	rainforestrumble	electroshock_lockdown_1.png	Event	Syndicate	Event	0	{syn}{syn}					Fixed	electroshock lockdown	Limited. Target a Character attacking alone :: Target ceases attacking and cannot attack again this turn.	
SUDAM Cartel Wars	rainforestrumble	sudam_cartel_wars_3.png	Event	Syndicate	Event	3	{syn}{syn}					Fixed	sudam cartel war	Put two "Street Runner" tokens into play. Until the end of the turn if a <Hood> or <Street> Character is attacking, each opponent who intercepts must intercept those Characters if they can.	
SUDAM Black Clinic	rainforestrumble	sudam_black_clinic_2.png	Site	Syndicate	Cybermod Site	2	{syn}{tek}	{syn}{tek}		1	7	Fixed	sudam black clinic cybermod	Once per turn when a <Cyber> card enters or leaves play, draw a card. Upgrade {syn}{tek}{tek}{tek}3: Sites you control gain Influence: 1.	
Combined Arms	rainforestrumble	combined_arms_2.png	State	Syndicate	Cybermod State	0	{syn}{tek}X					Fixed	combined arm cybermod	Play during any Main Shot. Toast X States in any smoked piles. Subject Character gains Fighting equal to X+the total cost of States toasted in this way.	
Cyber Deck	rainforestrumble	cyber_deck_2.png	State	Syndicate	State	1	{syn}{syn}{tek}					Fixed	cyber deck	Influence: 2. Subject Character gains +2 Fighting while this card is unturned.	
Path of Least Resistance	rainforestrumble	path_of_least_resistance_1.png	State	Syndicate	State	1	{syn}{syn}{syn}					Fixed	path least resistance	Play on a Character. Subject cannot intercept or be intercepted.	
Neural-Linked Hand Cannon	rainforestrumble	neural_linked_hand_cannon_2.png	State	Syndicate	State	1	{syn}{syn}{syn}{tek}					Fixed	neural linked hand cannon	Weapon. Turn Subject and target a Character whose cost is less than or equal to Subject's cost :: Smoke target.	
Flickercladding	rainforestrumble	flickercladding_2.png	State	Syndicate	Cybermod Clothing State	3	{syn}{syn}{tek}					Fixed	flickercladding cybermod clothing	Subject Character gains +3 Fighting and Ambush.	
Street Runner	rainforestrumble	street_runner_1.png	Token	Syndicate		2	{syn}		2			Fixed	street runner	Token. Influence: 1.	
Drone	rainforestrumble	drone_1.png	Token	High Tech		1	{tek}		1			Fixed	drone	Token.	
Lone Wolf	rainforestrumble	lone_wolf_2.png	Character	Ascended Guiding Hand	Transformed Martial Artist	2	{asc}	{asc}{han}	2			Fixed	lone wolf transformed martial artist	Stealth. While this is the only Character you control at this location, this card gains +1 Fighting. You may substitute {han} for {asc} when playing this card.	
The Devil's Advocate	rainforestrumble	the_devils_advocate_3.png	Character	Ascended Eaters of the Lotus	Duplicitous Agent	5	{asc}{asc}{asc}	{asc}{lot}	8			Fixed	devil advocate duplicitous agent	Unique. Stealth. You may substitute {lot} for {asc} when playing this card. Once per Main Shot you may choose a faction resource ::  This card requires and provides that resource until the end of the turn.	
Maverick Freebooter	rainforestrumble	maverick_freebooter_2.png	Character	Dragons Jammers	Redeemed Pirate	2	{dra}	{dra}{jam}	2			Fixed	maverick freebooter redeemed pirate	Independent. When this card turns to attack a turned site, this card gains +2 Fighting until the end of the turn. You may substitute {jam} for {dra} when playing this card.	
Old Man Zimm	rainforestrumble	old_man_zimm_2.png	Character	Dragons Jammers	Old School Punk	2	{dra}{jam}	{dra}{jam}	2			Fixed	old man zimm school punk	Unique. Independent. When an opponent's site becomes turned put a counter on this card. Remove a counter :: This card gains +1 fighting until the end of the turn. (Playtest note: it is intentional that you CANNOT swap resources when playing this card.)	
Cabal Ritualist	rainforestrumble	cabal_ritualist_2.png	Character	Four Monarchs Eaters of the Lotus	Darkness Priest	2	{mon}	{mon}{lot}	2			Fixed	cabal ritualist darkness priest	Lethal. When this card is sacrificed, gain 1 power. You may substitute {lot} for {mon} when playing this card.	
Novice Swordsman	rainforestrumble	novice_swordsman_3.png	Character	Guiding Hand Four Monarchs	Aspiring Warrior	2	{han}	{han}{mon}	2			Fixed	novice sword man aspiring warrior	Toughness: 1. Once per turn, you may turn a State this card is the subject of :: Heal this card. You may substitute {mon} for {han} when playing this card.	
Fanatic Ascetic	rainforestrumble	fanatic_ascetic_2.png	Character	Guiding Hand Jammers	Rebel Monk	2	{han}	{han}{jam}	2			Fixed	fanatic ascetic rebel monk	While you have no power in your pool, this card gains Toughness: 1. While you have two or fewer cards in your hand, this card gains Superleap. You may substitute {jam} for {han} when playing this card.	
Molotov-Mad Maniac	rainforestrumble	molotov_mad_maniac_2.png	Character	Jammers Four Monarchs	Fire Scientist	2	{jam}	{jam}{mon}	2			Fixed	molotov mad maniac fire scientist	Unstoppable. Turn and target a card :: Inflict 1 non-combat damage on target. You may substitute {mon} for {jam} when playing this card.	
Purist Geomancer	rainforestrumble	purist_geomancer_2.png	Character	Purists Architects of the Flesh	Sorcerous Intermediary	2	{pur}	{pur}{arc}	2			Fixed	purist geomancer sorcerous intermediary	Sentinel. Sacrifice, except during an attack :: Return a Site or Edge from your smoked pile to play. You may substitute {arc} for {pur} when playing this card.	
Edgewalker	rainforestrumble	edgewalker_2.png	Character	Magic	Mysterious Netherworld Presence	4	{mag}{mag}	{mag}	6			Fixed	edgewalker mysterious netherworld presence	Unique. Stealth. Immunity to non {mag} Events. If this card is at a location without a <Netherworld> or unrevealed Site, cancel it until the end of the turn.	
Rite of Renewing	rainforestrumble	rite_of_renewing_1.png	Event	Magic	Event	1	{mag}{mag}{mag}					Fixed	rite renewing	Sacrifice a State, Character, or Edge :: Reveal cards from the top of your deck until you reveal a card of the same type that you could play with a printed cost less than or equal to the cost of the sacrificed card.  Put that card into play under your control.	
Wildfire	rainforestrumble	wildfire_3.png	Event	Magic	Fire Event	2	{mag}{mag}					Fixed	wildfire fire	This card cannot be cancelled. Choose an opponent and choose up to X Characters controlled by that opponent, assign X non-combat damage divided amongst the chosen Characters, minimum 1 per character :: Inflict the assigned damage. X= the number of {mag} resources in your pool.	
Arcane Geomancy	rainforestrumble	arcane_geomancy_1.png	State	Magic	State	2	{mag}{mag}					Fixed	arcane geomancy	Play on a Site or Edge. Turn :: Unturn subject. Sacrifice :: Return an Edge from your smoked pile to play.	
Arcanoworm Infestation	rainforestrumble	arcanoworm_infestation_2.png	State	Magic	State	2	{mag}{mag}					Fixed	arcano worm infestation	You may substitute {tek} for {mag} when playing this card. Subject Site is cancelled. When a Character at this location turns, inflict 1 non-combat damage on that Character.	
Fire Aura	rainforestrumble	fire_aura_1.png	State	Magic	State	2	{mag}{mag}{mag}	{mag}				Fixed	fire aura	Subject Character gains +2 Fighting and Unstoppable. When an interceptor is declared against subject, inflict 1 Unstoppable non-combat damage on that interceptor.	
Hyperfocused Concentration	rainforestrumble	hyperfocused_concentration_1.png	State	Magic	State	2	{mag}{mag}{mag}					Fixed	hyperfocused concentration	You may turn this card to generate an effect as though subject Character turned.  If the effect can be maintained, you may maintain this card instead.	
Survival of the Fittest	rainforestrumble	survival_of_the_fittest_2.png	Edge	Chi	Edge	2	{chi}{chi}{chi}					Fixed	survival fittest	At the start of your turn, Characters you control gain +1 Fighting until they leave play.	
Chop The Willow	rainforestrumble	chop_the_willow_2.png	Event	Chi	Event	0	{chi}{chi}					Fixed	chop willow	Play in response to non-combat damage that would be inflicted by a single source from a card controlled by an opponent and target a Character :: Reduce that damage to zero and immediately inflict an equal amount of non-combat damage on target.	
Grounded Serenity	rainforestrumble	grounded_serenity_1.png	Event	Chi	Event	0	{chi}{chi}					Fixed	grounded serenity	Target a power generating Site you control :: Unturn target, and it gains Immunity to opponents' Events until the end of the turn.	
Hammer Punch	rainforestrumble	hammer_punch_2.png	Event	Chi	Green Event	0	{chi}{chi}					Fixed	hammer punch green	Not cumulative. Target a Character :: Target gains Unstoppable until the end of the turn. If Target is a <Monk> or <Transformed> Character, it also gains +1 Fighting and Toughness: 1 until the end of the turn.	
Green Meditation	rainforestrumble	green_meditation_2.png	Event	Chi	Event	1	{chi}{chi}					Fixed	green meditation	Limited. Target a Character :: Until the end of the turn, all damage inflicted by target is reduced to zero, and all damage inflicted on target is reduced to zero.	
Knowing The Path	rainforestrumble	knowing_the_path_2.png	Event	Chi	Event	1	{chi}{chi}{chi}					Fixed	knowing path	Search your deck for a State, reveal it, and add it to your hand. When a {chi} State you control is smoked, you may Reload this card.	
Ancient Strength	rainforestrumble	ancient_strength_1.png	State	Chi	State	1	{chi}{chi}{chi}					Fixed	ancient strength	Not Cumulative. All numbers not written as words on subject Character are increased by one.	
Point Blockage	rainforestrumble	point_blockage_1.png	State	Chi	State	1	{chi}{chi}					Fixed	point blockage	Schtick. Play on a Character.  Choose a Character at this location and turn :: Inflict 1 Stun non-combat damage on the chosen Character.	
Path of the Tapir	rainforestrumble	path_of_the_tapir_2.png	State	Chi	State	2	{chi}{chi}					Fixed	path tapir	Subject Character gains Stun, +2 Fighting, and Toughness: 1.	
Marked Accounts	rainforestrumble	marked_accounts_2.png	Edge	High Tech	Edge	1	{tek}{tek}{tek}					Fixed	marked account	If you have no power in your pool at the end of your turn, gain 1 power. Sacrifice this card :: Characters may not use Mobility until the end of the turn.	
Defiled Ground	rainforestrumble	defiled_ground_2.png	Feng Shui Site	Unaligned	Former Arcanotower Feng Shui Site	0				1	5	Fixed	defiled ground former arcano tower	Unique. Characters at this location cannot turn to heal. Target a Character at this location and turn :: Cancel target.	
Moon Pool	rainforestrumble	moon_pool_3.png	Feng Shui Site	Chi	Feng Shui Site	0	{chi}	{chi}		1	7	Fixed	moon pool	Turn :: Look at the top card of your deck and either draw that card or put it on the bottom of your deck.	
Regenerative Canopy	rainforestrumble	regenerative_canopy_2.png	Feng Shui Site	Unaligned	Rainforest Feng Shui Site	0				1	6	Fixed	regenerative canopy rainforest	Turn :: You may heal one damage from each of your Sites and you may rearrange your Site structure. This cannot move a Site to a position that was not previously occupied. This may change the target of an attack.	
The Red Sea	rainforestrumble	the_red_sea_3.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	6	Fixed	red sea	Unique. Target a location and turn :: Cancel all Sites at target until the end of the turn.	
Amani Point	rainforestrumble	amani_point_2.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	7	Fixed	amani point	Turn and target a Character :: Target gains Immunity to 0-cost Events and States until the end of the turn.	
Butterfly Conservatory	rainforestrumble	butterfly_conservatory_2.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	7	Fixed	butterfly conservatory	Turn, choose a Site you control, and discard a card :: Heal X damage from the chosen Site. X = the printed cost of the discarded card.	
Mobbed-Up Speakeasy	rainforestrumble	mobbed_up_speakeasy_2.png	Feng Shui Site	Unaligned	Hood Feng Shui Site	0				1	7	Fixed	mobbed up speakeasy hood	When an attack is declared against a card at this location :: Put one "Hood" token in play at this location.	
Rainforest Tepui	rainforestrumble	rainforest_tepui_3.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	7	Fixed	rainforest tepui	Turn and discard a copy of a Limited or Unique card in play or in any smoked pile :: Gain 1 power.	
Dense Rainforest	rainforestrumble	dense_rainforest_2.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	8	Fixed	dense rainforest	Limited. If this card is in your front row, Turn and maintain and target a Character :: Target cannot unturn.	
Rainforest River	rainforestrumble	rainforest_river_1.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	8	Fixed	rainforest river	You may play this card during an opponent's attack against a card you control. You may play this card face up into a location that contains a single Feng Shui Site. This card becomes the new front-row site. The other Site moves to the back row. This may change the target of the attack.	
Grim Watershed	rainforestrumble	grim_watershed_2.png	Feng Shui Site	Unaligned	Corrupted Rainforest Feng Shui Site	0				1	9	Fixed	grim watershed corrupted rainforest	Damaged inflicted on this card is Corrupted. When a Character inflicts combat damage on this card, inflict 1 Corrupted non-combat damage on that Character. Heal all Corrupted damage from this card when it is seized.	
Repository of Dark Knowledge	rainforestrumble	repository_of_dark_knowledge_2.png	Feng Shui Site	Unaligned	Netherworld Feng Shui Site	0				1	9	Fixed	repository dark knowledge netherworld	Turn :: All players draw 1 card.	
The Island of Dr. Nordstrom	rainforestrumble	the_island_of_dr_nordstrom_3.png	Site	Unaligned	Secret Netherworld Site	2				1	7	Fixed	island dr nordstrom secret netherworld	Unique.  Once per your Main Shot you may discard a power generating Site :: This card copies the discarded card until this effect is generated again.	
Gauss Rifle	rainforestrumble	gauss_rifle_1.png	State	Unaligned	Gun State	2						Fixed	gauss rifle gun	Weapon. Subject Character gains Assassinate and inflicts +2 combat damage. Subject cannot be intercepted while attacking a card controlled by an opponent who only controls one location.	
ZRV2 Mobile Rocket Launcher	rainforestrumble	zrv2_mobile_rocket_launcher_2.png	State	Unaligned	State	3						Fixed	zrv2 mobile rocket launcher	Vehicle. Play on a Character. While this card is unturned subject gains +4 Fighting. Turn and target a Character or Site at this location :: Inflict 3 non-combat damage on target.	
Helicopter Gunship	rainforestrumble	helicopter_gunship_2.png	State	Unaligned	State	4						Fixed	helicopter gun hip	Vehicle. Subject Character gains +6 Fighting and Mobility. Characters you control at this cards location gain Tactics. When a Character you control uses Tactics at this card's location, you may target a Character or Site at this cards location :: Inflict 1 non-combat damage on target.	
